Record_ID,Date,Day,Area,Route,Transport_Mode,Hour,Minute,Time_Band,Passenger_Count,Delay_Minutes,Service_Frequency_Per_Hour,Distance_km,Occupancy_Rate,CO2_Reduction_kg,Satisfaction_Score
2147,2025-04-17,Thursday,South,R016,Bus,21,45,Late Evening,615,8.0,10,14.6,0.64,73.8,71.4
5363,2025-04-18,Friday,South,R012,Cycling,8,15,Morning Peak,522,3.9,14,23.7,0.37,47.0,73.9
415,2025-04-18,Friday,East,R027,Bus,8,45,Morning Peak,1478,6.4,15,25.3,0.68,177.4,72.4
3057,2025-04-18,Friday,Central,R052,Metro,9,15,Morning Peak,2552,7.8,10,3.1,1.01,408.3,71.8
2182,2025-04-18,Friday,South,R027,Bus,10,15,Morning Peak,792,4.2,11,21.7,0.58,95.0,76.4
1420,2025-04-18,Friday,Central,R061,Bus,10,45,Morning Peak,892,8.9,7,16.7,0.69,107.0,53.1
3505,2025-04-18,Friday,North,R001,Shared Mobility,11,30,Midday,213,1.0,15,4.1,0.29,10.6,75.4
5496,2025-04-18,Friday,West,R012,Bus,12,15,Midday,679,9.7,8,5.9,0.65,81.5,77.4
1476,2025-04-18,Friday,North,R033,Bus,12,30,Midday,930,8.8,16,18.8,0.73,111.6,65.6
5722,2025-04-18,Friday,Central,R028,Tram,14,0,Midday,674,5.1,14,10.9,0.69,94.4,78.5
4562,2025-04-18,Friday,East,R050,Bus,14,15,Midday,515,5.6,14,24.5,0.59,61.8,93.7
2232,2025-04-18,Friday,East,R012,Tram,14,30,Midday,910,2.8,18,26.4,0.69,127.4,80.9
166,2025-04-18,Friday,North,R021,Metro,16,0,Midday,1671,6.3,13,3.6,0.8,267.4,55.2
1492,2025-04-18,Friday,North,R051,Bus,17,15,Evening Peak,1392,6.7,16,19.7,0.72,167.0,73.2
2665,2025-04-18,Friday,South,R002,Metro,20,0,Late Evening,1059,0.0,19,4.2,0.8,169.4,91.2
3936,2025-04-18,Friday,South,R035,Rail,20,0,Late Evening,563,5.3,9,25.2,0.65,101.3,74.6
2003,2025-04-18,Friday,North,R035,Bus,20,15,Late Evening,734,5.4,16,8.6,0.75,88.1,81.2
3278,2025-04-18,Friday,North,R063,Rail,20,15,Late Evening,1202,8.9,9,27.2,0.82,216.4,59.7
4338,2025-04-18,Friday,North,R047,Bus,22,0,Late Evening,440,6.5,14,4.4,0.64,52.8,84.5
3967,2025-04-18,Friday,East,R003,Shared Mobility,23,30,Late Evening,210,3.7,16,21.2,0.36,10.5,83.1
4501,2025-04-19,Saturday,East,R028,Bus,7,30,Early Morning,855,9.8,10,25.3,0.6,102.6,63.9
3282,2025-04-19,Saturday,Central,R045,Rail,8,30,Morning Peak,960,8.2,8,24.8,0.7,172.8,69.8
4212,2025-04-19,Saturday,Central,R033,Bus,9,15,Morning Peak,1376,7.5,11,2.8,0.78,165.1,70.4
923,2025-04-19,Saturday,South,R074,Shared Mobility,10,0,Morning Peak,198,3.7,18,18.7,0.34,9.9,80.7
4539,2025-04-19,Saturday,West,R036,Bus,10,0,Morning Peak,412,8.6,7,26.5,0.44,49.4,64.8
3005,2025-04-19,Saturday,Central,R022,Rail,11,15,Midday,607,5.4,19,7.8,0.63,109.3,66.0
1332,2025-04-19,Saturday,North,R023,Cycling,13,0,Midday,201,0.0,22,24.2,0.41,18.1,90.7
587,2025-04-19,Saturday,East,R009,Tram,13,15,Midday,448,3.7,15,7.4,0.62,62.7,83.1
5905,2025-04-19,Saturday,East,R064,Bus,14,0,Midday,693,2.1,13,11.0,0.55,83.2,81.5
2267,2025-04-19,Saturday,West,R004,Rail,15,0,Midday,963,6.5,12,16.4,0.76,173.3,82.3
2750,2025-04-19,Saturday,East,R059,Bus,15,45,Midday,682,6.2,8,9.9,0.69,81.8,67.4
4074,2025-04-19,Saturday,West,R051,Metro,16,30,Midday,1582,9.1,2,5.4,0.81,253.1,70.5
3760,2025-04-19,Saturday,East,R015,Bus,17,0,Evening Peak,931,7.2,9,21.4,0.61,111.7,75.9
3435,2025-04-19,Saturday,South,R040,Bus,18,0,Evening Peak,1251,14.4,3,25.5,0.7,150.1,54.9
5842,2025-04-19,Saturday,Central,R073,Metro,19,0,Evening Peak,624,4.6,10,4.5,0.74,99.8,78.3
5142,2025-04-19,Saturday,South,R003,Rail,19,30,Evening Peak,898,7.1,11,28.0,0.77,161.6,84.8
2549,2025-04-19,Saturday,South,R011,Metro,22,15,Late Evening,759,2.3,21,2.5,0.78,121.4,95.1
3229,2025-04-19,Saturday,South,R050,Cycling,22,30,Late Evening,194,5.2,8,4.9,0.4,17.5,69.7
3449,2025-04-19,Saturday,South,R080,Bus,23,45,Late Evening,513,5.6,13,10.2,0.66,61.6,72.6
4088,2025-04-19,Saturday,North,R026,Cycling,23,45,Late Evening,190,2.5,15,17.9,0.51,17.1,92.0
4528,2025-04-20,Sunday,South,R075,Bus,6,0,Early Morning,547,6.0,15,12.9,0.67,65.6,88.6
2402,2025-04-20,Sunday,West,R013,Rail,7,15,Early Morning,1206,9.8,12,9.6,0.78,217.1,55.2
3121,2025-04-20,Sunday,South,R033,Metro,9,15,Morning Peak,1357,6.2,8,4.6,0.77,217.1,75.1
3156,2025-04-20,Sunday,East,R071,Cycling,10,0,Morning Peak,336,0.3,12,5.2,0.44,30.2,86.6
5856,2025-04-20,Sunday,North,R028,Tram,10,45,Morning Peak,530,3.4,20,1.8,0.55,74.2,70.8
4998,2025-04-20,Sunday,West,R009,Shared Mobility,11,0,Midday,215,4.2,15,21.6,0.33,10.8,82.6
4867,2025-04-20,Sunday,West,R011,Metro,11,45,Midday,1358,7.1,12,2.3,0.8,217.3,78.2
1162,2025-04-20,Sunday,North,R052,Rail,14,30,Midday,978,6.8,10,10.4,0.72,176.0,72.9
5794,2025-04-20,Sunday,Central,R046,Metro,17,45,Evening Peak,1397,7.7,12,12.7,0.84,223.5,57.9
4776,2025-04-20,Sunday,Central,R025,Metro,20,0,Late Evening,587,3.2,18,14.8,0.7,93.9,86.1
2122,2025-04-20,Sunday,Central,R025,Tram,23,45,Late Evening,297,4.5,16,2.9,0.6,41.6,75.0
3803,2025-04-21,Monday,South,R034,Metro,6,30,Early Morning,1030,6.0,15,16.7,0.81,164.8,74.6
4174,2025-04-21,Monday,South,R059,Metro,9,15,Morning Peak,2784,5.3,11,7.0,1.03,445.4,90.3
1079,2025-04-21,Monday,East,R030,Rail,9,45,Morning Peak,1105,5.8,13,15.1,0.8,198.9,77.7
1139,2025-04-21,Monday,South,R051,Metro,9,45,Morning Peak,1517,4.8,12,25.9,0.9,242.7,74.8
1858,2025-04-21,Monday,North,R060,Bus,10,30,Morning Peak,751,7.3,16,12.2,0.69,90.1,72.6
2669,2025-04-21,Monday,North,R017,Rail,10,30,Morning Peak,926,8.4,7,10.4,0.75,166.7,65.3
5148,2025-04-21,Monday,Central,R016,Bus,10,30,Morning Peak,612,5.4,12,25.8,0.68,73.4,66.1
1390,2025-04-21,Monday,North,R061,Tram,10,45,Morning Peak,635,2.3,12,9.9,0.52,88.9,88.6
1955,2025-04-21,Monday,South,R012,Bus,10,45,Morning Peak,972,6.7,14,4.7,0.66,116.6,74.5
4410,2025-04-21,Monday,Central,R025,Bus,11,15,Midday,1359,4.6,14,14.6,0.85,163.1,93.0
2710,2025-04-21,Monday,West,R034,Bus,11,30,Midday,1564,9.2,6,13.8,0.73,187.7,63.7
5919,2025-04-21,Monday,Central,R007,Metro,11,45,Midday,977,3.5,11,27.0,0.83,156.3,85.3
927,2025-04-21,Monday,South,R010,Rail,12,30,Midday,772,8.7,5,8.3,0.63,139.0,75.1
929,2025-04-21,Monday,East,R075,Metro,14,45,Midday,1966,0.0,23,12.2,0.91,314.6,81.8
3461,2025-04-21,Monday,Central,R059,Metro,15,0,Midday,1154,4.5,18,14.7,0.76,184.6,74.4
925,2025-04-21,Monday,North,R034,Metro,15,45,Midday,933,5.7,8,12.8,0.78,149.3,66.2
5888,2025-04-21,Monday,Central,R002,Rail,19,15,Evening Peak,728,7.3,10,22.4,0.71,131.0,76.7
2570,2025-04-21,Monday,Central,R017,Bus,20,0,Late Evening,585,8.7,9,27.6,0.55,70.2,65.7
897,2025-04-21,Monday,East,R007,Bus,20,15,Late Evening,808,4.7,14,6.3,0.67,97.0,79.8
5382,2025-04-21,Monday,East,R009,Tram,22,0,Late Evening,557,4.1,18,20.9,0.62,78.0,74.8
823,2025-04-21,Monday,South,R008,Rail,22,30,Late Evening,625,3.4,12,3.7,0.68,112.5,79.8
3624,2025-04-21,Monday,East,R022,Metro,23,45,Late Evening,1224,2.5,14,22.4,0.81,195.8,72.8
3847,2025-04-21,Monday,North,R055,Metro,23,45,Late Evening,1284,0.5,14,11.4,0.83,205.4,98.0
4092,2025-04-22,Tuesday,East,R062,Rail,8,45,Morning Peak,948,5.0,13,5.5,0.79,170.6,69.9
288,2025-04-22,Tuesday,South,R012,Cycling,10,15,Morning Peak,732,2.6,15,13.3,0.41,65.9,78.8
5324,2025-04-22,Tuesday,West,R075,Bus,10,15,Morning Peak,990,7.7,8,21.3,0.66,118.8,67.1
5896,2025-04-22,Tuesday,North,R038,Bus,10,30,Morning Peak,827,4.1,13,15.7,0.57,99.2,75.1
5509,2025-04-22,Tuesday,South,R004,Bus,12,45,Midday,937,7.8,8,13.2,0.67,112.4,60.5
4556,2025-04-22,Tuesday,West,R050,Bus,14,45,Midday,812,2.6,20,16.1,0.71,97.4,58.4
2913,2025-04-22,Tuesday,East,R075,Rail,15,15,Midday,1124,7.2,15,17.4,0.81,202.3,77.6
4909,2025-04-22,Tuesday,North,R077,Bus,15,45,Midday,865,7.8,10,14.1,0.64,103.8,67.5
3710,2025-04-22,Tuesday,Central,R065,Bus,17,30,Evening Peak,1132,10.5,10,2.3,0.71,135.8,71.2
2689,2025-04-22,Tuesday,Central,R075,Shared Mobility,18,30,Evening Peak,509,1.9,17,17.8,0.41,25.5,70.5
4147,2025-04-22,Tuesday,Central,R034,Metro,19,15,Evening Peak,1168,0.0,10,27.8,0.85,186.9,88.7
5031,2025-04-22,Tuesday,South,R024,Shared Mobility,19,45,Evening Peak,315,0.0,21,12.8,0.28,15.8,83.0
948,2025-04-22,Tuesday,Central,R054,Tram,20,0,Late Evening,543,10.0,4,26.3,0.54,76.0,57.0
1285,2025-04-22,Tuesday,North,R052,Tram,22,15,Late Evening,594,4.4,13,12.5,0.6,83.2,81.1
5170,2025-04-22,Tuesday,South,R024,Bus,22,15,Late Evening,500,11.5,5,3.6,0.61,60.0,61.3
779,2025-04-22,Tuesday,Central,R026,Bus,22,30,Late Evening,349,8.8,5,3.5,0.5,41.9,68.0
2504,2025-04-22,Tuesday,North,R035,Shared Mobility,22,45,Late Evening,195,0.0,19,18.7,0.34,9.8,80.2
262,2025-04-22,Tuesday,West,R076,Metro,23,45,Late Evening,914,7.0,12,15.1,0.78,146.2,74.4
2514,2025-04-23,Wednesday,North,R066,Metro,6,15,Early Morning,1097,2.5,17,9.5,0.8,175.5,86.0
1382,2025-04-23,Wednesday,South,R004,Shared Mobility,7,0,Early Morning,392,8.2,5,25.6,0.4,19.6,67.5
206,2025-04-23,Wednesday,West,R031,Shared Mobility,7,15,Early Morning,480,4.4,12,20.7,0.46,24.0,67.0
1674,2025-04-23,Wednesday,South,R055,Bus,8,0,Morning Peak,1111,8.6,4,24.5,0.7,133.3,76.5
283,2025-04-23,Wednesday,Central,R010,Metro,8,45,Morning Peak,1419,3.2,16,5.1,0.85,227.0,77.2
877,2025-04-23,Wednesday,North,R032,Tram,8,45,Morning Peak,896,8.4,8,2.9,0.73,125.4,77.9
5532,2025-04-23,Wednesday,North,R072,Metro,9,15,Morning Peak,1804,5.1,8,27.7,0.81,288.6,84.4
5322,2025-04-23,Wednesday,North,R050,Bus,10,0,Morning Peak,1207,8.1,12,22.7,0.77,144.8,73.6
201,2025-04-23,Wednesday,South,R015,Metro,10,30,Morning Peak,1321,5.1,16,25.3,0.82,211.4,73.8
203,2025-04-23,Wednesday,Central,R006,Bus,10,45,Morning Peak,1045,5.9,8,17.5,0.58,125.4,88.8
1233,2025-04-23,Wednesday,East,R003,Metro,11,15,Midday,2204,3.8,21,3.4,0.88,352.6,87.8
3400,2025-04-23,Wednesday,West,R071,Rail,11,45,Midday,808,9.9,6,6.8,0.61,145.4,65.8
4263,2025-04-23,Wednesday,North,R066,Tram,12,45,Midday,669,3.4,16,24.4,0.65,93.7,70.2
5289,2025-04-23,Wednesday,Central,R009,Rail,14,15,Midday,789,11.2,7,6.2,0.76,142.0,62.3
3572,2025-04-23,Wednesday,South,R033,Rail,14,30,Midday,1387,1.3,21,21.5,0.79,249.7,71.5
196,2025-04-23,Wednesday,North,R039,Shared Mobility,15,30,Midday,365,8.1,13,22.4,0.48,18.2,58.4
2762,2025-04-23,Wednesday,East,R046,Bus,17,0,Evening Peak,1421,10.9,3,6.7,0.79,170.5,65.7
4034,2025-04-23,Wednesday,Central,R007,Metro,17,0,Evening Peak,1735,9.5,7,24.6,0.86,277.6,61.3
4878,2025-04-23,Wednesday,North,R033,Rail,17,30,Evening Peak,1462,7.8,12,13.6,0.82,263.2,69.4
2767,2025-04-23,Wednesday,North,R018,Rail,19,0,Evening Peak,888,5.4,11,9.9,0.7,159.8,80.7
3308,2025-04-23,Wednesday,North,R080,Bus,19,0,Evening Peak,574,6.0,17,21.0,0.64,68.9,73.7
989,2025-04-23,Wednesday,North,R040,Cycling,20,30,Late Evening,459,0.0,20,10.8,0.4,41.3,87.5
2794,2025-04-23,Wednesday,Central,R053,Bus,20,45,Late Evening,689,6.2,11,23.0,0.71,82.7,70.4
2616,2025-04-23,Wednesday,South,R014,Metro,22,45,Late Evening,1247,5.8,15,24.6,0.82,199.5,60.9
4256,2025-04-24,Thursday,Central,R037,Metro,8,15,Morning Peak,1241,3.2,16,14.3,0.87,198.6,64.6
4839,2025-04-24,Thursday,West,R072,Metro,10,0,Morning Peak,1367,0.6,19,15.4,0.82,218.7,92.5
2610,2025-04-24,Thursday,North,R017,Bus,10,30,Morning Peak,983,0.9,19,21.0,0.76,118.0,83.5
3547,2025-04-24,Thursday,North,R073,Bus,11,30,Midday,1187,7.0,8,3.8,0.58,142.4,76.0
1234,2025-04-24,Thursday,Central,R041,Bus,12,30,Midday,1008,8.4,10,3.9,0.57,121.0,61.9
535,2025-04-24,Thursday,Central,R079,Bus,15,15,Midday,785,7.0,10,6.2,0.8,94.2,59.1
1614,2025-04-24,Thursday,Central,R011,Metro,18,45,Evening Peak,2395,5.3,8,19.6,0.95,383.2,73.1
5134,2025-04-24,Thursday,South,R052,Tram,19,0,Evening Peak,619,5.1,11,25.0,0.62,86.7,79.1
2349,2025-04-24,Thursday,East,R062,Rail,19,15,Evening Peak,532,5.3,15,3.2,0.69,95.8,62.0
2060,2025-04-24,Thursday,West,R020,Tram,19,30,Evening Peak,534,5.3,12,11.2,0.59,74.8,85.1
4048,2025-04-24,Thursday,South,R061,Rail,20,15,Late Evening,975,8.0,12,26.9,0.73,175.5,58.9
4464,2025-04-24,Thursday,South,R011,Shared Mobility,20,45,Late Evening,236,2.3,16,11.7,0.33,11.8,85.8
2985,2025-04-24,Thursday,North,R034,Rail,21,0,Late Evening,633,6.8,10,14.3,0.68,113.9,72.2
362,2025-04-24,Thursday,Central,R057,Bus,22,0,Late Evening,581,7.2,7,12.9,0.53,69.7,65.5
5225,2025-04-25,Friday,Central,R069,Bus,10,0,Morning Peak,945,3.3,13,25.4,0.76,113.4,82.3
1620,2025-04-25,Friday,Central,R051,Tram,10,45,Morning Peak,541,4.1,15,4.5,0.64,75.7,80.6
5928,2025-04-25,Friday,North,R072,Bus,11,0,Midday,858,7.7,10,6.5,0.72,103.0,55.6
1115,2025-04-25,Friday,North,R030,Bus,11,30,Midday,1141,5.3,11,19.7,0.65,136.9,82.8
1317,2025-04-25,Friday,West,R067,Bus,12,0,Midday,922,5.0,13,6.9,0.61,110.6,65.8
531,2025-04-25,Friday,North,R061,Rail,16,45,Midday,1932,7.0,7,7.2,0.89,347.8,71.6
3095,2025-04-25,Friday,Central,R061,Bus,18,30,Evening Peak,2035,4.5,9,6.0,0.77,244.2,72.8
4573,2025-04-25,Friday,North,R064,Bus,20,15,Late Evening,348,8.7,6,2.3,0.58,41.8,71.6
2328,2025-04-25,Friday,South,R066,Bus,20,45,Late Evening,767,6.4,19,22.4,0.64,92.0,61.5
5658,2025-04-26,Saturday,Central,R060,Bus,8,15,Morning Peak,1278,10.6,12,17.6,0.74,153.4,63.2
4672,2025-04-26,Saturday,West,R015,Rail,9,30,Morning Peak,1206,9.0,8,19.6,0.8,217.1,70.9
281,2025-04-26,Saturday,East,R052,Rail,9,45,Morning Peak,1152,7.5,13,11.2,0.79,207.4,70.4
4942,2025-04-26,Saturday,Central,R044,Bus,10,0,Morning Peak,1044,5.2,12,3.6,0.71,125.3,70.4
1829,2025-04-26,Saturday,North,R075,Tram,10,15,Morning Peak,652,0.9,20,12.6,0.69,91.3,92.6
2464,2025-04-26,Saturday,Central,R043,Bus,11,0,Midday,631,3.6,15,23.1,0.6,75.7,85.6
4042,2025-04-26,Saturday,Central,R007,Metro,11,0,Midday,1047,2.3,18,15.2,0.74,167.5,82.8
5312,2025-04-26,Saturday,West,R029,Bus,11,0,Midday,780,9.4,5,2.4,0.62,93.6,68.1
5558,2025-04-26,Saturday,West,R073,Metro,12,30,Midday,1061,1.2,15,10.3,0.72,169.8,95.9
2305,2025-04-26,Saturday,East,R056,Bus,13,30,Midday,610,5.1,13,15.4,0.68,73.2,79.5
178,2025-04-26,Saturday,North,R031,Rail,13,45,Midday,852,3.0,16,23.8,0.66,153.4,73.7
4053,2025-04-26,Saturday,South,R061,Cycling,14,15,Midday,187,2.3,14,12.9,0.32,16.8,88.6
2766,2025-04-26,Saturday,North,R032,Bus,15,45,Midday,534,5.6,14,20.0,0.63,64.1,77.1
3396,2025-04-26,Saturday,South,R035,Bus,16,45,Midday,968,9.3,10,23.2,0.75,116.2,63.7
5173,2025-04-26,Saturday,Central,R040,Tram,18,15,Evening Peak,823,7.4,9,6.3,0.66,115.2,67.9
3532,2025-04-26,Saturday,West,R039,Shared Mobility,18,45,Evening Peak,251,7.3,13,13.4,0.45,12.6,73.2
5971,2025-04-26,Saturday,West,R040,Metro,19,15,Evening Peak,690,5.9,12,26.5,0.74,110.4,82.5
346,2025-04-26,Saturday,North,R044,Rail,19,30,Evening Peak,757,7.9,5,17.0,0.77,136.3,61.8
4087,2025-04-26,Saturday,East,R039,Rail,19,45,Evening Peak,390,9.8,8,11.5,0.66,70.2,74.7
2943,2025-04-26,Saturday,North,R040,Bus,21,45,Late Evening,412,5.1,15,12.6,0.63,49.4,81.6
4110,2025-04-26,Saturday,West,R069,Bus,22,15,Late Evening,734,2.5,11,2.4,0.6,88.1,78.0
2888,2025-04-27,Sunday,North,R071,Metro,6,30,Early Morning,648,1.0,19,21.0,0.65,103.7,86.3
3086,2025-04-27,Sunday,South,R029,Bus,9,0,Morning Peak,685,6.2,12,21.0,0.67,82.2,73.8
3330,2025-04-27,Sunday,West,R010,Metro,9,30,Morning Peak,3271,8.6,11,9.8,0.97,523.4,66.8
1922,2025-04-27,Sunday,South,R075,Metro,9,45,Morning Peak,1858,5.4,9,12.9,0.95,297.3,81.8
2499,2025-04-27,Sunday,South,R005,Metro,10,0,Morning Peak,1587,3.3,18,8.1,0.81,253.9,93.6
5962,2025-04-27,Sunday,South,R048,Bus,10,15,Morning Peak,1048,2.2,14,23.9,0.73,125.8,82.0
2754,2025-04-27,Sunday,Central,R014,Tram,11,0,Midday,580,3.9,10,14.5,0.65,81.2,77.6
3485,2025-04-27,Sunday,South,R063,Bus,11,0,Midday,1506,5.6,10,16.3,0.78,180.7,81.9
1462,2025-04-27,Sunday,East,R032,Metro,12,0,Midday,873,0.5,14,8.0,0.7,139.7,98.0
2130,2025-04-27,Sunday,South,R009,Metro,12,15,Midday,1104,4.4,9,26.0,0.86,176.6,90.3
1788,2025-04-27,Sunday,East,R053,Bus,13,15,Midday,610,4.9,16,22.1,0.68,73.2,76.1
440,2025-04-27,Sunday,Central,R038,Metro,15,15,Midday,797,2.7,20,14.0,0.8,127.5,81.2
654,2025-04-27,Sunday,North,R031,Rail,15,30,Midday,560,5.7,10,7.2,0.69,100.8,72.7
1350,2025-04-27,Sunday,West,R044,Metro,16,0,Midday,1521,7.0,8,23.7,0.75,243.4,70.8
4632,2025-04-27,Sunday,Central,R035,Bus,17,15,Evening Peak,663,8.3,2,2.9,0.68,79.6,75.5
2408,2025-04-27,Sunday,Central,R028,Metro,19,45,Evening Peak,1515,2.1,8,20.8,0.82,242.4,85.6
4030,2025-04-27,Sunday,West,R018,Metro,21,45,Late Evening,857,3.2,12,18.1,0.81,137.1,69.1
1173,2025-04-27,Sunday,Central,R004,Bus,22,0,Late Evening,450,7.8,6,6.2,0.52,54.0,51.1
2150,2025-04-27,Sunday,Central,R074,Rail,23,30,Late Evening,613,6.6,12,22.3,0.75,110.3,72.9
4586,2025-04-28,Monday,West,R004,Bus,5,15,Early Morning,615,7.6,11,13.2,0.61,73.8,78.2
983,2025-04-28,Monday,North,R032,Rail,6,45,Early Morning,640,3.6,12,2.8,0.69,115.2,76.0
3785,2025-04-28,Monday,Central,R078,Rail,9,0,Morning Peak,1255,5.2,12,14.9,0.71,225.9,82.1
1975,2025-04-28,Monday,Central,R056,Shared Mobility,9,45,Morning Peak,444,5.9,13,25.8,0.38,22.2,62.8
5278,2025-04-28,Monday,West,R034,Metro,9,45,Morning Peak,1323,6.7,10,12.1,0.74,211.7,81.7
1208,2025-04-28,Monday,South,R013,Rail,10,0,Morning Peak,753,4.7,13,12.2,0.7,135.5,71.5
3323,2025-04-28,Monday,East,R038,Tram,10,0,Morning Peak,652,5.8,13,12.7,0.56,91.3,78.2
2330,2025-04-28,Monday,Central,R008,Bus,10,15,Morning Peak,896,8.3,8,13.3,0.72,107.5,61.0
4915,2025-04-28,Monday,West,R077,Metro,10,30,Morning Peak,2097,5.3,11,16.9,0.87,335.5,61.0
452,2025-04-28,Monday,East,R045,Bus,10,45,Morning Peak,884,5.0,11,24.5,0.73,106.1,80.7
1096,2025-04-28,Monday,Central,R030,Bus,11,15,Midday,1041,8.3,18,20.9,0.77,124.9,71.5
3375,2025-04-28,Monday,South,R032,Cycling,11,15,Midday,250,1.5,19,10.6,0.37,22.5,79.1
770,2025-04-28,Monday,South,R063,Rail,11,45,Midday,717,8.7,4,11.8,0.74,129.1,73.0
3631,2025-04-28,Monday,North,R005,Rail,12,30,Midday,778,9.3,7,3.2,0.63,140.0,83.9
2660,2025-04-28,Monday,East,R020,Rail,12,45,Midday,482,9.6,11,23.3,0.68,86.8,58.5
2772,2025-04-28,Monday,South,R054,Bus,12,45,Midday,580,6.6,8,17.7,0.67,69.6,66.9
4646,2025-04-28,Monday,North,R045,Cycling,18,15,Evening Peak,524,3.9,15,8.0,0.48,47.2,83.7
2199,2025-04-28,Monday,West,R004,Tram,18,30,Evening Peak,1271,7.1,2,19.8,0.73,177.9,58.6
5969,2025-04-28,Monday,West,R080,Metro,18,45,Evening Peak,1832,7.3,9,7.1,0.86,293.1,70.1
4275,2025-04-28,Monday,South,R027,Bus,19,0,Evening Peak,542,10.0,9,20.3,0.65,65.0,58.0
5972,2025-04-28,Monday,South,R068,Metro,19,30,Evening Peak,952,1.7,14,7.8,0.68,152.3,95.3
5613,2025-04-28,Monday,Central,R015,Metro,20,30,Late Evening,1055,4.7,17,21.7,0.76,168.8,72.1
2797,2025-04-28,Monday,North,R062,Metro,21,15,Late Evening,684,0.0,19,6.3,0.78,109.4,87.8
4543,2025-04-28,Monday,East,R025,Bus,21,30,Late Evening,469,8.6,8,17.1,0.8,56.3,70.6
972,2025-04-28,Monday,East,R022,Bus,22,0,Late Evening,535,7.4,12,15.7,0.65,64.2,70.1
722,2025-04-29,Tuesday,South,R009,Bus,5,30,Early Morning,415,6.5,13,25.3,0.54,49.8,64.5
5237,2025-04-29,Tuesday,North,R022,Bus,8,0,Morning Peak,691,10.8,5,26.1,0.67,82.9,54.7
2235,2025-04-29,Tuesday,West,R048,Metro,8,15,Morning Peak,2048,3.5,17,10.2,0.88,327.7,86.9
3817,2025-04-29,Tuesday,North,R062,Rail,9,0,Morning Peak,1868,8.0,8,9.5,0.82,336.2,69.7
3870,2025-04-29,Tuesday,East,R018,Metro,9,15,Morning Peak,2829,8.3,10,11.7,0.99,452.6,76.3
2620,2025-04-29,Tuesday,North,R057,Bus,9,30,Morning Peak,1021,7.4,11,22.1,0.76,122.5,78.3
2585,2025-04-29,Tuesday,South,R056,Bus,9,45,Morning Peak,2390,8.9,7,9.1,0.9,286.8,68.0
3669,2025-04-29,Tuesday,East,R080,Bus,10,30,Morning Peak,674,7.1,10,23.2,0.68,80.9,77.6
1884,2025-04-29,Tuesday,Central,R027,Bus,12,0,Midday,772,3.5,15,10.8,0.71,92.6,70.2
2727,2025-04-29,Tuesday,West,R020,Bus,15,15,Midday,762,7.7,9,4.1,0.59,91.4,75.4
2012,2025-04-29,Tuesday,West,R035,Tram,18,0,Evening Peak,981,9.3,13,26.8,0.45,137.3,62.3
4970,2025-04-29,Tuesday,North,R068,Bus,18,0,Evening Peak,1041,5.6,10,18.0,0.63,124.9,78.6
906,2025-04-29,Tuesday,South,R080,Rail,20,15,Late Evening,763,4.3,13,11.0,0.6,137.3,65.9
1296,2025-04-29,Tuesday,Central,R044,Metro,21,0,Late Evening,648,0.0,14,15.3,0.71,103.7,82.2
4961,2025-04-29,Tuesday,South,R074,Metro,22,15,Late Evening,761,3.8,17,15.2,0.71,121.8,80.2
2058,2025-04-29,Tuesday,South,R021,Bus,22,45,Late Evening,636,7.4,7,11.5,0.57,76.3,61.8
4639,2025-04-30,Wednesday,West,R067,Metro,5,30,Early Morning,1104,3.2,18,13.6,0.8,176.6,79.0
1998,2025-04-30,Wednesday,West,R019,Tram,8,0,Morning Peak,636,7.1,13,27.3,0.57,89.0,70.2
4800,2025-04-30,Wednesday,Central,R057,Metro,8,15,Morning Peak,1318,7.4,14,4.8,0.71,210.9,80.5
3134,2025-04-30,Wednesday,West,R018,Metro,9,45,Morning Peak,1809,7.7,17,26.7,0.79,289.4,79.0
2843,2025-04-30,Wednesday,East,R057,Shared Mobility,10,30,Morning Peak,320,6.4,12,25.2,0.28,16.0,72.0
2518,2025-04-30,Wednesday,South,R077,Bus,11,30,Midday,884,11.5,12,3.2,0.79,106.1,55.3
1704,2025-04-30,Wednesday,West,R011,Bus,12,0,Midday,849,6.4,12,17.5,0.75,101.9,77.7
3158,2025-04-30,Wednesday,East,R068,Bus,13,30,Midday,920,8.8,9,22.9,0.7,110.4,68.8
3628,2025-04-30,Wednesday,Central,R017,Shared Mobility,13,30,Midday,393,1.2,12,14.4,0.39,19.7,83.3
1582,2025-04-30,Wednesday,North,R004,Tram,15,45,Midday,649,3.9,12,26.6,0.58,90.9,82.0
3717,2025-04-30,Wednesday,South,R013,Metro,15,45,Midday,1710,3.1,16,28.0,0.91,273.6,95.8
279,2025-04-30,Wednesday,South,R038,Bus,16,0,Midday,1191,5.2,11,16.2,0.75,142.9,79.6
5094,2025-04-30,Wednesday,East,R064,Bus,18,45,Evening Peak,1287,7.3,13,4.5,0.8,154.4,68.2
433,2025-04-30,Wednesday,Central,R017,Bus,21,0,Late Evening,636,4.6,14,2.6,0.6,76.3,73.7
1272,2025-04-30,Wednesday,Central,R054,Metro,22,0,Late Evening,1325,2.1,11,17.5,0.8,212.0,80.3
1311,2025-04-30,Wednesday,South,R060,Bus,22,0,Late Evening,760,7.0,9,11.9,0.67,91.2,65.5
177,2025-05-01,Thursday,North,R047,Tram,7,45,Early Morning,919,4.2,12,6.6,0.56,128.7,79.9
